,D1,A1,A2,A3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,R1,B1,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F200,F201,F202,F203,F204,F205,F206,F207,F208
I29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-07,0,0,0,7.21E-06,0,0,0,0,0,0,0,0,8.20E-06,0,0,0,1.35E-05,0,1.97E-06,0,0,0,0,2.67E-06,0,0,0,0,4.21E-05,0,0,0.000117545,0,0,0,1.38E-05,0,2.48E-05,0,0,0,0,0,0,0,0,0,9.19E-05,0,0,1.23E-06,0,0,0,0,6.76E-06,0,0,1.48E-05,1.29E-05,0,1.48E-05,0,6.51E-06,1.37E-05,0,0,0,0,0,3.70E-05,0.000245222,8.23E-05,0,0,0,0,0,0.000123524,3.23E-05,1.97E-06,4.74E-06,1.53E-05,0,0,0,0,0,3.70E-05,0.000118713,4.56E-06,0,0,0,0,0,2.17E-05,2.25E-05,5.59E-05,2.08E-05,8.68E-06,0.000120092,4.14E-05,5.54E-05,3.47E-05,9.22E-05,8.93E-05,8.04E-05,0,0,0.000250639,0.000157723,0.000159843,0.00017565,5.76E-05,1.05E-05,0,0,6.10E-05,0,6.52E-05,0.000106813,1.38E-05,9.43E-05,3.75E-05,0,0,8.88E-06,2.44E-05,8.27E-05,5.26E-05,0,9.39E-05,2.46E-05,8.00E-06,4.99E-05,4.88E-05,3.84E-05,0,0,0,0,0,0,0,2.59E-05,0.000114525,0.000157873,0,2.74E-05,0,0.000118688,0.000139153,0.000123134,0,0,0,1.39E-05,0,0,0.000100528,5.09E-06,1.34E-05,0,0,0,0,0,0,0,2.55E-06,0,0,0,1.91E-05,1.83E-05,1.72E-05,0,1.08E-05,1.60E-05,4.12E-07,0,0,0,0,0,0,0,0,0,1.36E-05,0.000107137,1.52E-05,1.60E-05,0,0,0,1.75E-05,0,2.43E-06,4.13E-05,9.59E-05,0.000156426,8.09E-06,4.39E-05,0.000135985,6.03E-05,7.40E-06,2.71E-05,0.000105138,7.32E-05,6.89E-05,8.27E-05,0,0,0,0,3.70E-05,3.72E-05,5.18E-05,4.34E-05,6.09E-05,1.87E-05,0,0,1.44E-05,4.97E-05,0,0,0,5.59E-05,8.38E-05,5.61E-05
I30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000690411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379973,0,0,0,0,0,0,0,0,0,0.000660575,0,0,0,0,0,0,0,0,0,0.000694356,0,0,0,0,0,0,0.000877479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001261918,0
I31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000352652,0,0,0,0,0,0,0,0,0,5.46E-05,0,3.95E-06,0,0,9.83E-06,0,0,0,0,0,0,0,0,0,0,0,1.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-05,3.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88E-05,0,0
I32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843836,0,0,0,0.003438356,0,0,0,0.002210959,0,0,0,3.04E-05,0,0.000221918,0,3.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037074,0,0,0,0,0,0,0,0,0.004999507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001673137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330288,0,0.003675342,0,0,0,0,0,0.000530411,0.002330342,0.000511123,0,0.000845753,0,0.000456507,0,0.000295233,0.000761342,0.000722548,0,0,0,0,0,0.000955096,0,0,0,0,0.001570685,0,0.000924493,0.002437151,0,0.001357671,0.000582192,0,0,0,0.001085096,0,0,0,0,0,0,0,0,0.002046,0,0,0,0,0.000448493,0,0,0.001292055,0.000118356,0,0,0,0,0,0,0,0,0,0,0.00100274,0,0,0.000155836,0.000707945,0,0,0,0,0,0,0,0,0,0,0,0.000564822,0,0,0.000287781,0.000316849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002072877,0.001807096,0,0,0,0,0,0,0,0,0,0.001099671,0
I33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43E-05,0,0,0,0,0,0,0,5.68E-07,0,1.66E-06,0,7.19E-07,0,0,1.79E-06,0,0,0,0,0,0,0,0,0,0,0,0.00015225,5.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64E-05,0,0,0,1.08E-05,0,0,0,0,0,0,7.03E-05,0,0,0,0,0,2.67E-05,0,0,0,0,0,0,0,0,1.25E-05,3.00E-05,0,0,0,0,0,0,0,3.83E-06,0,0,0,0,0,0,9.75E-05,0,3.66E-05,0,2.87E-05,0,4.13E-06,0.000191802,0,3.09E-05,2.11E-05,0,0,0,0,0,0,0,0,0,0,2.17E-05,0,4.25E-05,8.68E-06,0,1.70E-05,3.18E-05,0,0,5.63E-06,3.96E-06,0,0,0,0,0,0,0,0,4.71E-06,0,0,0,0,4.19E-07,0,0,1.07E-06,0,0,0,0,0,0,9.52E-06,0,0,0,0,0,0,0,1.33E-05,1.06E-05,2.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38E-06,0,0,0,3.46E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85E-05,2.24E-05,9.51E-06,0,0,0,0,0,0,0,0,1.62E-05,2.39E-05,0
I34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04E-05,0,0,0,0,0,0,0,0,0,1.35E-07,0,1.17E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24E-06,0,1.23E-06,1.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62E-07,0,0,0,0,0,0,0,0,0,0,0,4.63E-07,0,0,0,0,0,2.78E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99E-07,3.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-06,0,0,0,0,0,0,0,0,0,0,0
I35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93E-07,0,0,0,0,2.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25E-07,0,7.36E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42E-05,8.34E-06,2.35E-06,5.69E-06,2.31E-06,0,0,3.76E-07,0,4.96E-06,2.56E-06,0,0,0,0,0,3.04E-07,4.21E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40E-07,8.32E-07,0
R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088949772,0,0.077990868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020354338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038995434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038992,0,0,0,0,0,0,0.001757334,0,0,0,0,0,0,0,0,0.000168846,0,0,0,0,0,0,6.33E-05,2.40E-05,0,0,0,3.10E-05,1.26E-05,2.22E-05,7.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010716,0,0,0,0,0,0,0,0,0,0,1.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200923,0,7.31E-05,0,0.000168984,0,0,0,1.92E-05,0,0,0,0,0,0.000418314,0.000173447,0,0,0,0,0,0,0,0.00017163,0,0,1.29E-05,0,0,0,0,0,2.72E-05
F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147342,0,0,0,0,0,0,5.52E-05,2.10E-05,0,0,0,2.71E-05,1.10E-05,1.94E-05,6.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35E-05,0,0,0,0,0,0,0,0,0,0,1.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175334,0,6.38E-05,0,0.000147463,0,0,0,1.67E-05,0,0,0,0,0,9.22E-05,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,0,0,2.38E-05
F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295148,0,0,0,0,0,0,2.77E-05,0,0,0,0,1.35E-05,5.53E-06,9.71E-06,3.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68E-05,0,0,0,0,0,0,0,0,0,0,7.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78E-05,0,3.19E-05,0,7.38E-05,0,0,0,8.37E-06,0,0,0,0,0,0.000182807,0,0,0,0,0,0,0,0,0,0,0,5.63E-06,0,0,0,0,0,1.19E-05
F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878082192,0,0,0,0,0.430136986,0,0.308219178,1.100821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178767123,0,0,0,0,0,0.378082192
F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076354973,0,0,0,0,0.037403216,0,0.026801668,0.095723645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006325194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015544967,0,0,0,0,0,0.032876712
F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033298543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013937813,0,0,0,0,0.006827571,0,0.004892368,0.017473364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003900848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024200913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001154599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071435095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002837573,0,0,0,0,0,0.006001305
F7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033564932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014049315,0,0,0,0,0.006882192,0,0.004931507,0.017613151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003932055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001163836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072006575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002860274,0,0,0,0,0,0.006049315
F8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009227783,0.001835485,0,0,0,0,0,0,0.000467812,0,0,0.002222287,0,0.000229162,0,0.000164208,0.000586479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000942921,0,0,0.000514958,0.007726918,0.002030711,0,0,0.0134,0,0,0,0,0,0,0,0,0,0,0,3.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004939389,0,0,0,0,0,0,0.00064523,0,0,0,0,0,0,0,0,0,0,0.007566723,0,0,0,0,0,0,0,0,0,0,0,0.000198218,0,0,0,0,0,0.001171791,0.00064107,0,0,0,0,0,0,0,0,0.005301377,0.000691865,9.52E-05,0,0.005154392,0,0,0,0.000201429
F9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006928219,0.001378082,0,0,0,0,0,0,0.000351233,0,0,0.001668493,0,0.000172055,0,0.000123288,0.000440329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000707945,0,0,0.00038663,0.00580137,0.001524658,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003708493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009409944,0,0.001893699,0,0,0,0,0,0,0,0,0,0,0,0.000148822,0,0,0,0,0,0.000879781,0.000481315,0,0,0,0,0,0,0,0.00048526,0,0.000519452,7.15E-05,0,0.003869918,0,0,0,0.000151233
F10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351233,0.000133425,0,0,0,0.000172055,7.02E-05,0.000123288,0.000440329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001451288,0,0,0.000828493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002338411,0,0,0,0,0,0,0,0,0,0.002770959,0,0.000967068,0,0,0,0,0,0,0,0,0.000942575,0,0,0,0,0,0,0,0,0,0,7.15E-05,0,0,0,0,0,0.000151233
F11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044806,0,0,0,7.27E-05,0,0,0,9.38E-05,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062220246,0,0,0,0.004331969,0,0,0,0.005586195,0.002278954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030448078,0,0,0.005665046,0.002152011,0,0,0,0.002775077,0.001132125,0.001988511,0.007102077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001585506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012917366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001153336,0,0,0,0,0,0.00243924
